Rank,Logo,Team,MP,W,D,L,GF,GA,GD,Pts,Form,Qualification,Home_wins,Home_draw,Home_lose,Home_goals_for,Home_goals_against,Away_wins,Away_draw,Away_lose,Away_goals_for,Away_goals_against
1,https://media.api-sports.io/football/teams/165.png,Borussia Dortmund,34,25,6,3,80,25,55,81,WWWWW,UEFA Champions League,14,2,1,44,12,11,4,2,36,13
2,https://media.api-sports.io/football/teams/157.png,Bayern Munich,34,23,4,7,77,22,55,73,WWWDL,UEFA Champions League,14,1,2,49,6,9,3,5,28,16
3,https://media.api-sports.io/football/teams/174.png,FC Schalke 04,34,20,4,10,74,44,30,64,WWDLL,UEFA Champions League,13,1,3,47,14,7,3,7,27,30
4,https://media.api-sports.io/football/teams/163.png,Borussia Monchengladbach,34,17,9,8,49,24,25,60,WDLWD,UEFA Champions League Qualifiers,9,7,1,29,10,8,2,7,20,14
5,https://media.api-sports.io/football/teams/168.png,Bayer Leverkusen,34,15,9,10,52,44,8,54,WWWDW,UEFA Europa League,8,4,5,28,24,7,5,5,24,20
6,https://media.api-sports.io/football/teams/172.png,VfB Stuttgart,34,15,8,11,63,46,17,53,WLDWW,UEFA Europa League,10,3,4,36,17,5,5,7,27,29
7,https://media.api-sports.io/football/teams/166.png,Hannover 96,34,12,12,10,41,45,-4,48,WLDLW,,10,7,0,31,17,2,5,10,10,28
8,https://media.api-sports.io/football/teams/161.png,VfL Wolfsburg,34,13,5,16,47,60,-13,44,LWDLL,,10,2,5,29,22,3,3,11,18,38
9,https://media.api-sports.io/football/teams/162.png,Werder Bremen,34,11,9,14,49,58,-9,42,LLLLD,,8,4,5,31,23,3,5,9,18,35
10,https://media.api-sports.io/football/teams/171.png,FC Nurnberg,34,12,6,16,38,49,-11,42,LWDWW,,6,4,7,22,25,6,2,9,16,24
11,https://media.api-sports.io/football/teams/167.png,1899 Hoffenheim,34,10,11,13,41,47,-6,41,LLLDW,,4,9,4,21,17,6,2,9,20,30
12,https://media.api-sports.io/football/teams/160.png,SC Freiburg,34,10,10,14,45,61,-16,40,LWDDW,,6,6,5,24,20,4,4,9,21,41
13,https://media.api-sports.io/football/teams/164.png,FSV Mainz 05,34,9,12,13,47,51,-4,39,LDDDW,,7,3,7,27,26,2,9,6,20,25
14,https://media.api-sports.io/football/teams/170.png,FC Augsburg,34,8,14,12,36,49,-13,38,WDDWL,,6,7,4,20,19,2,7,8,16,30
15,https://media.api-sports.io/football/teams/175.png,Hamburger SV,34,8,12,14,35,57,-22,36,LDDWL,,3,7,7,19,29,5,5,7,16,28
16,https://media.api-sports.io/football/teams/159.png,Hertha Berlin,34,7,10,17,38,64,-26,31,WLLDL,Relegation Play-off,4,3,10,19,29,3,7,7,19,35
17,https://media.api-sports.io/football/teams/192.png,FC Koln,34,8,6,20,39,75,-36,30,LLDLL,Relegation,5,4,8,20,29,3,2,12,19,46
18,https://media.api-sports.io/football/teams/745.png,FC Kaiserslautern,34,4,11,19,24,54,-30,23,LLWLL,Relegation,2,5,10,12,28,2,6,9,12,26
