fixture_id,season,date,match_day,referee,home_team,away_team,home_goals,away_goals,home_results,away_results
157066,2019/20,2019-09-21 14:00:00+00:00,6,"David Coote, England",Burnley,Norwich,2,0,W,L
157069,2019/20,2019-09-21 14:00:00+00:00,6,"Simon Hooper, England",Everton,Sheffield Utd,0,2,L,W
157071,2019/20,2019-09-21 14:00:00+00:00,6,"Mike Dean, England",Manchester City,Watford,8,0,W,L
157072,2019/20,2019-09-21 16:30:00+00:00,6,"Martin Atkinson, England",Newcastle,Brighton,0,0,D,D
157074,2019/20,2019-09-22 13:00:00+00:00,6,"Anthony Taylor, England",West Ham,Manchester United,2,0,W,L
157068,2019/20,2019-09-22 13:00:00+00:00,6,"Stuart Attwell, England",Crystal Palace,Wolves,1,1,D,D
157065,2019/20,2019-09-22 15:30:00+00:00,6,"Jonathan Moss, England",Arsenal,Aston Villa,3,2,W,L
157067,2019/20,2019-09-22 15:30:00+00:00,6,"Michael Oliver, England",Chelsea,Liverpool,1,2,L,W
157082,2019/20,2019-09-28 11:30:00+00:00,7,"Anthony Taylor, England",Sheffield Utd,Liverpool,0,1,L,W
157075,2019/20,2019-09-28 14:00:00+00:00,7,"Stuart Attwell, England",Bournemouth,West Ham,2,2,D,D
157084,2019/20,2019-09-28 14:00:00+00:00,7,"Paul Tierney, England",Wolves,Watford,2,0,W,L
157083,2019/20,2019-09-28 14:00:00+00:00,7,"Graham Scott, England",Tottenham,Southampton,2,1,W,L
157077,2019/20,2019-09-28 14:00:00+00:00,7,"Chris Kavanagh, England",Chelsea,Brighton,2,0,W,L
157078,2019/20,2019-09-28 14:00:00+00:00,7,"Jonathan Moss, England",Crystal Palace,Norwich,2,0,W,L
157076,2019/20,2019-09-28 14:00:00+00:00,7,"Lee Mason, England",Aston Villa,Burnley,2,2,D,D
157079,2019/20,2019-09-28 16:30:00+00:00,7,"Michael Oliver, England",Everton,Manchester City,1,3,L,W
157080,2019/20,2019-09-29 15:30:00+00:00,7,"Craig Pawson, England",Leicester,Newcastle,5,0,W,L
157081,2019/20,2019-09-30 19:00:00+00:00,7,"Kevin Friend, England",Manchester United,Arsenal,1,1,D,D
157086,2019/20,2019-10-05 11:30:00+00:00,8,"Jonathan Moss, England",Brighton,Tottenham,3,0,W,L
157093,2019/20,2019-10-05 14:00:00+00:00,8,"Andre Marriner, England",Watford,Sheffield Utd,0,0,D,D
157088,2019/20,2019-10-05 14:00:00+00:00,8,"Chris Kavanagh, England",Liverpool,Leicester,2,1,W,L
157087,2019/20,2019-10-05 14:00:00+00:00,8,"Graham Scott, England",Burnley,Everton,1,0,W,L
157091,2019/20,2019-10-05 14:00:00+00:00,8,"Andy Madley, England",Norwich,Aston Villa,1,5,L,W
157094,2019/20,2019-10-05 16:30:00+00:00,8,"Michael Oliver, England",West Ham,Crystal Palace,1,2,L,W
157092,2019/20,2019-10-06 13:00:00+00:00,8,"Paul Tierney, England",Southampton,Chelsea,1,4,L,W
157085,2019/20,2019-10-06 13:00:00+00:00,8,"Martin Atkinson, England",Arsenal,Bournemouth,1,0,W,L
157089,2019/20,2019-10-06 13:00:00+00:00,8,"Craig Pawson, England",Manchester City,Wolves,0,2,L,W
157090,2019/20,2019-10-06 15:30:00+00:00,8,"Mike Dean, England",Newcastle,Manchester United,1,0,W,L
157099,2019/20,2019-10-19 11:30:00+00:00,9,"Paul Tierney, England",Everton,West Ham,2,0,W,L
157100,2019/20,2019-10-19 14:00:00+00:00,9,"Jonathan Moss, England",Leicester,Burnley,2,1,W,L
157104,2019/20,2019-10-19 14:00:00+00:00,9,"Peter Bankes, England",Wolves,Southampton,1,1,D,D
157095,2019/20,2019-10-19 14:00:00+00:00,9,"Lee Mason, England",Bournemouth,Norwich,0,0,D,D
157096,2019/20,2019-10-19 14:00:00+00:00,9,"David Coote, England",Aston Villa,Brighton,2,1,W,L
157097,2019/20,2019-10-19 14:00:00+00:00,9,"Andre Marriner, England",Chelsea,Newcastle,1,0,W,L
157103,2019/20,2019-10-19 14:00:00+00:00,9,"Chris Kavanagh, England",Tottenham,Watford,1,1,D,D
157098,2019/20,2019-10-19 16:30:00+00:00,9,"Anthony Taylor, England",Crystal Palace,Manchester City,0,2,L,W
157101,2019/20,2019-10-20 15:30:00+00:00,9,"Martin Atkinson, England",Manchester United,Liverpool,1,1,D,D
157102,2019/20,2019-10-21 19:00:00+00:00,9,"Mike Dean, England",Sheffield Utd,Arsenal,1,0,W,L
157112,2019/20,2019-10-25 19:00:00+00:00,10,"Andre Marriner, England",Southampton,Leicester,0,9,L,W
157109,2019/20,2019-10-26 11:30:00+00:00,10,"Graham Scott, England",Manchester City,Aston Villa,3,0,W,L
157106,2019/20,2019-10-26 14:00:00+00:00,10,"Andy Madley, England",Brighton,Everton,3,2,W,L
157113,2019/20,2019-10-26 14:00:00+00:00,10,"Mike Dean, England",Watford,Bournemouth,0,0,D,D
157114,2019/20,2019-10-26 14:00:00+00:00,10,"David Coote, England",West Ham,Sheffield Utd,1,1,D,D
157107,2019/20,2019-10-26 16:30:00+00:00,10,"Michael Oliver, England",Burnley,Chelsea,2,4,L,W
157110,2019/20,2019-10-27 13:00:00+00:00,10,"Kevin Friend, England",Newcastle,Wolves,1,1,D,D
157108,2019/20,2019-10-27 15:30:00+00:00,10,"Anthony Taylor, England",Liverpool,Tottenham,2,1,W,L
157105,2019/20,2019-10-27 15:30:00+00:00,10,"Martin Atkinson, England",Arsenal,Crystal Palace,2,2,D,D
157111,2019/20,2019-10-27 15:30:00+00:00,10,"Stuart Attwell, England",Norwich,Manchester United,1,3,L,W
157115,2019/20,2019-11-02 12:30:00+00:00,11,"Chris Kavanagh, England",Bournemouth,Manchester United,1,0,W,L
157121,2019/20,2019-11-02 15:00:00+00:00,11,"Lee Mason, England",Manchester City,Southampton,2,1,W,L
157124,2019/20,2019-11-02 15:00:00+00:00,11,"Stuart Attwell, England",West Ham,Newcastle,2,3,L,W
157116,2019/20,2019-11-02 15:00:00+00:00,11,"Michael Oliver, England",Arsenal,Wolves,1,1,D,D
157118,2019/20,2019-11-02 15:00:00+00:00,11,"Kevin Friend, England",Brighton,Norwich,2,0,W,L
157117,2019/20,2019-11-02 15:00:00+00:00,11,"Jonathan Moss, England",Aston Villa,Liverpool,1,2,L,W
157122,2019/20,2019-11-02 15:00:00+00:00,11,"Simon Hooper, England",Sheffield Utd,Burnley,3,0,W,L
157123,2019/20,2019-11-02 17:30:00+00:00,11,"Anthony Taylor, England",Watford,Chelsea,1,2,L,W
157119,2019/20,2019-11-03 14:00:00+00:00,11,"Paul Tierney, England",Crystal Palace,Leicester,0,2,L,W
157120,2019/20,2019-11-03 16:30:00+00:00,11,"Martin Atkinson, England",Everton,Tottenham,1,1,D,D
157131,2019/20,2019-11-08 20:00:00+00:00,12,"Andre Marriner, England",Norwich,Watford,0,2,L,W
157126,2019/20,2019-11-09 12:30:00+00:00,12,"Mike Dean, England",Chelsea,Crystal Palace,2,0,W,L
157130,2019/20,2019-11-09 15:00:00+00:00,12,"Martin Atkinson, England",Newcastle,Bournemouth,2,1,W,L
157132,2019/20,2019-11-09 15:00:00+00:00,12,"Paul Tierney, England",Southampton,Everton,1,2,L,W
157125,2019/20,2019-11-09 15:00:00+00:00,12,"Kevin Friend, England",Burnley,West Ham,3,0,W,L
157133,2019/20,2019-11-09 15:00:00+00:00,12,"Graham Scott, England",Tottenham,Sheffield Utd,1,1,D,D
157127,2019/20,2019-11-09 17:30:00+00:00,12,"Chris Kavanagh, England",Leicester,Arsenal,2,0,W,L
157129,2019/20,2019-11-10 14:00:00+00:00,12,"Jonathan Moss, England",Manchester United,Brighton,3,1,W,L
157134,2019/20,2019-11-10 14:00:00+00:00,12,"Anthony Taylor, England",Wolves,Aston Villa,2,1,W,L
157128,2019/20,2019-11-10 16:30:00+00:00,12,"Michael Oliver, England",Liverpool,Manchester City,3,1,W,L
157144,2019/20,2019-11-23 12:30:00+00:00,13,"Michael Oliver, England",West Ham,Tottenham,2,3,L,W
157135,2019/20,2019-11-23 15:00:00+00:00,13,"Simon Hooper, England",Bournemouth,Wolves,1,2,L,W
157143,2019/20,2019-11-23 15:00:00+00:00,13,"Paul Tierney, England",Watford,Burnley,0,3,L,W
157136,2019/20,2019-11-23 15:00:00+00:00,13,"Stuart Attwell, England",Arsenal,Southampton,2,2,D,D
157140,2019/20,2019-11-23 15:00:00+00:00,13,"Anthony Taylor, England",Everton,Norwich,0,2,L,W
157138,2019/20,2019-11-23 15:00:00+00:00,13,"Mike Dean, England",Brighton,Leicester,0,2,L,W
157139,2019/20,2019-11-23 15:00:00+00:00,13,"Kevin Friend, England",Crystal Palace,Liverpool,1,2,L,W
157141,2019/20,2019-11-23 17:30:00+00:00,13,"Martin Atkinson, England",Manchester City,Chelsea,2,1,W,L
157142,2019/20,2019-11-24 16:30:00+00:00,13,"Andre Marriner, England",Sheffield Utd,Manchester United,3,3,D,D
157137,2019/20,2019-11-25 20:00:00+00:00,13,"Lee Mason, England",Aston Villa,Newcastle,2,0,W,L
157150,2019/20,2019-11-30 12:30:00+00:00,14,"Chris Kavanagh, England",Newcastle,Manchester City,2,2,D,D
157148,2019/20,2019-11-30 15:00:00+00:00,14,"Martin Atkinson, England",Liverpool,Brighton,2,1,W,L
157145,2019/20,2019-11-30 15:00:00+00:00,14,"Peter Bankes, England",Burnley,Crystal Palace,0,2,L,W
157153,2019/20,2019-11-30 15:00:00+00:00,14,"Lee Mason, England",Tottenham,Bournemouth,3,2,W,L
157146,2019/20,2019-11-30 15:00:00+00:00,14,"Jonathan Moss, England",Chelsea,West Ham,0,1,L,W
157152,2019/20,2019-11-30 17:30:00+00:00,14,"Michael Oliver, England",Southampton,Watford,2,1,W,L
157154,2019/20,2019-12-01 14:00:00+00:00,14,"David Coote, England",Wolves,Sheffield Utd,1,1,D,D
157151,2019/20,2019-12-01 14:00:00+00:00,14,"Paul Tierney, England",Norwich,Arsenal,2,2,D,D
157149,2019/20,2019-12-01 16:30:00+00:00,14,"Craig Pawson, England",Manchester United,Aston Villa,2,2,D,D
157147,2019/20,2019-12-01 16:30:00+00:00,14,"Graham Scott, England",Leicester,Everton,2,1,W,L
157163,2019/20,2019-12-03 19:30:00+00:00,15,"Anthony Taylor, England",Crystal Palace,Bournemouth,1,0,W,L
157156,2019/20,2019-12-03 20:15:00+00:00,15,"Jonathan Moss, England",Burnley,Manchester City,1,4,L,W
157160,2019/20,2019-12-04 19:30:00+00:00,15,"Paul Tierney, England",Manchester United,Tottenham,2,1,W,L
157159,2019/20,2019-12-04 19:30:00+00:00,15,"Andre Marriner, England",Wolves,West Ham,2,0,W,L
157162,2019/20,2019-12-04 19:30:00+00:00,15,"Kevin Friend, England",Southampton,Norwich,2,1,W,L
157157,2019/20,2019-12-04 19:30:00+00:00,15,"Craig Pawson, England",Leicester,Watford,2,0,W,L
157161,2019/20,2019-12-04 19:30:00+00:00,15,"Chris Kavanagh, England",Chelsea,Aston Villa,2,1,W,L
157164,2019/20,2019-12-04 20:15:00+00:00,15,"Mike Dean, England",Liverpool,Everton,5,2,W,L
157158,2019/20,2019-12-05 19:30:00+00:00,15,"Stuart Attwell, England",Sheffield Utd,Newcastle,0,2,L,W
157155,2019/20,2019-12-05 20:15:00+00:00,15,"Graham Scott, England",Arsenal,Brighton,1,2,L,W
157168,2019/20,2019-12-07 12:30:00+00:00,16,"Craig Pawson, England",Everton,Chelsea,3,1,W,L
157173,2019/20,2019-12-07 15:00:00+00:00,16,"Martin Atkinson, England",Watford,Crystal Palace,0,0,D,D
157172,2019/20,2019-12-07 15:00:00+00:00,16,"Kevin Friend, England",Tottenham,Burnley,5,0,W,L
157165,2019/20,2019-12-07 15:00:00+00:00,16,"Chris Kavanagh, England",Bournemouth,Liverpool,0,3,L,W
157169,2019/20,2019-12-07 17:30:00+00:00,16,"Anthony Taylor, England",Manchester City,Manchester United,1,2,L,W
157170,2019/20,2019-12-08 14:00:00+00:00,16,"David Coote, England",Newcastle,Southampton,2,1,W,L
157166,2019/20,2019-12-08 14:00:00+00:00,16,"Michael Oliver, England",Aston Villa,Leicester,1,4,L,W
157171,2019/20,2019-12-08 14:00:00+00:00,16,"Simon Hooper, England",Norwich,Sheffield Utd,1,2,L,W
157167,2019/20,2019-12-08 16:30:00+00:00,16,"Jonathan Moss, England",Brighton,Wolves,2,2,D,D
157174,2019/20,2019-12-09 20:00:00+00:00,16,"Mike Dean, England",West Ham,Arsenal,1,3,L,W
157180,2019/20,2019-12-14 12:30:00+00:00,17,"Andre Marriner, England",Liverpool,Watford,2,0,W,L
157176,2019/20,2019-12-14 15:00:00+00:00,17,"Tim Robinson, England",Burnley,Newcastle,1,0,W,L
157179,2019/20,2019-12-14 15:00:00+00:00,17,"Andy Madley, England",Leicester,Norwich,1,1,D,D
157177,2019/20,2019-12-14 15:00:00+00:00,17,"Graham Scott, England",Chelsea,Bournemouth,0,1,L,W
157182,2019/20,2019-12-14 15:00:00+00:00,17,"Peter Bankes, England",Sheffield Utd,Aston Villa,2,0,W,L
157183,2019/20,2019-12-14 17:30:00+00:00,17,"Martin Atkinson, England",Southampton,West Ham,0,1,L,W
157181,2019/20,2019-12-15 14:00:00+00:00,17,"Michael Oliver, England",Manchester United,Everton,1,1,D,D
157184,2019/20,2019-12-15 14:00:00+00:00,17,"Stuart Attwell, England",Wolves,Tottenham,1,2,L,W
157175,2019/20,2019-12-15 16:30:00+00:00,17,"Paul Tierney, England",Arsenal,Manchester City,0,3,L,W
157178,2019/20,2019-12-16 19:45:00+00:00,17,"Craig Pawson, England",Crystal Palace,Brighton,1,1,D,D
157188,2019/20,2019-12-21 12:30:00+00:00,18,"Kevin Friend, England",Everton,Arsenal,0,0,D,D
157185,2019/20,2019-12-21 15:00:00+00:00,18,"Martin Atkinson, England",Bournemouth,Burnley,0,1,L,W
157186,2019/20,2019-12-21 15:00:00+00:00,18,"Craig Pawson, England",Aston Villa,Southampton,1,3,L,W
157190,2019/20,2019-12-21 15:00:00+00:00,18,"Simon Hooper, England",Newcastle,Crystal Palace,1,0,W,L
157191,2019/20,2019-12-21 15:00:00+00:00,18,"Peter Bankes, England",Norwich,Wolves,1,2,L,W
157187,2019/20,2019-12-21 15:00:00+00:00,18,"Robert Jones, England",Brighton,Sheffield Utd,0,1,L,W
157189,2019/20,2019-12-21 17:30:00+00:00,18,"Mike Dean, England",Manchester City,Leicester,3,1,W,L
157193,2019/20,2019-12-22 14:00:00+00:00,18,"Lee Mason, England",Watford,Manchester United,2,0,W,L
157192,2019/20,2019-12-22 16:30:00+00:00,18,"Anthony Taylor, England",Tottenham,Chelsea,0,2,L,W
157203,2019/20,2019-12-26 12:30:00+00:00,19,"Graham Scott, England",Tottenham,Brighton,2,1,W,L
157202,2019/20,2019-12-26 15:00:00+00:00,19,"David Coote, England",Sheffield Utd,Watford,1,1,D,D
157196,2019/20,2019-12-26 15:00:00+00:00,19,"Chris Kavanagh, England",Aston Villa,Norwich,1,0,W,L
157195,2019/20,2019-12-26 15:00:00+00:00,19,"Stuart Attwell, England",Bournemouth,Arsenal,1,1,D,D
157199,2019/20,2019-12-26 15:00:00+00:00,19,"Anthony Taylor, England",Everton,Burnley,1,0,W,L
157197,2019/20,2019-12-26 15:00:00+00:00,19,"Jonathan Moss, England",Chelsea,Southampton,0,2,L,W
157198,2019/20,2019-12-26 15:00:00+00:00,19,"Andre Marriner, England",Crystal Palace,West Ham,2,1,W,L
157201,2019/20,2019-12-26 17:30:00+00:00,19,"Kevin Friend, England",Manchester United,Newcastle,4,1,W,L
157200,2019/20,2019-12-26 20:00:00+00:00,19,"Michael Oliver, England",Leicester,Liverpool,0,4,L,W
157204,2019/20,2019-12-27 19:45:00+00:00,19,"Martin Atkinson, England",Wolves,Manchester City,3,2,W,L
157206,2019/20,2019-12-28 12:30:00+00:00,20,"Paul Tierney, England",Brighton,Bournemouth,2,0,W,L
157210,2019/20,2019-12-28 15:00:00+00:00,20,"Lee Mason, England",Newcastle,Everton,1,2,L,W
157213,2019/20,2019-12-28 15:00:00+00:00,20,"Simon Hooper, England",Watford,Aston Villa,3,0,W,L
157212,2019/20,2019-12-28 15:00:00+00:00,20,"Andy Madley, England",Southampton,Crystal Palace,1,1,D,D
157214,2019/20,2019-12-28 17:30:00+00:00,20,"David Coote, England",West Ham,Leicester,1,2,L,W
157211,2019/20,2019-12-28 17:30:00+00:00,20,"Kevin Friend, England",Norwich,Tottenham,2,2,D,D
157207,2019/20,2019-12-28 19:45:00+00:00,20,"Mike Dean, England",Burnley,Manchester United,0,2,L,W
157205,2019/20,2019-12-29 14:00:00+00:00,20,"Craig Pawson, England",Arsenal,Chelsea,1,2,L,W
157208,2019/20,2019-12-29 16:30:00+00:00,20,"Anthony Taylor, England",Liverpool,Wolves,1,0,W,L
157209,2019/20,2019-12-29 18:00:00+00:00,20,"Chris Kavanagh, England",Manchester City,Sheffield Utd,2,0,W,L
157217,2019/20,2020-01-01 12:30:00+00:00,21,"Michael Oliver, England",Burnley,Aston Villa,1,2,L,W
157216,2019/20,2020-01-01 12:30:00+00:00,21,"Stuart Attwell, England",Brighton,Chelsea,1,1,D,D
157223,2019/20,2020-01-01 15:00:00+00:00,21,"Andy Madley, England",Watford,Wolves,2,1,W,L
157222,2019/20,2020-01-01 15:00:00+00:00,21,"Mike Dean, England",Southampton,Tottenham,1,0,W,L
157220,2019/20,2020-01-01 15:00:00+00:00,21,"Martin Atkinson, England",Newcastle,Leicester,0,3,L,W
157224,2019/20,2020-01-01 17:30:00+00:00,21,"Graham Scott, England",West Ham,Bournemouth,4,0,W,L
157219,2019/20,2020-01-01 17:30:00+00:00,21,"Andre Marriner, England",Manchester City,Everton,2,1,W,L
157221,2019/20,2020-01-01 17:30:00+00:00,21,"Jonathan Moss, England",Norwich,Crystal Palace,1,1,D,D
157215,2019/20,2020-01-01 20:00:00+00:00,21,"Chris Kavanagh, England",Arsenal,Manchester United,2,0,W,L
157218,2019/20,2020-01-02 20:00:00+00:00,21,"Paul Tierney, England",Liverpool,Sheffield Utd,2,0,W,L
157232,2019/20,2020-01-10 20:00:00+00:00,22,"Michael Oliver, England",Sheffield Utd,West Ham,1,0,W,L
157228,2019/20,2020-01-11 12:30:00+00:00,22,"Paul Tierney, England",Crystal Palace,Arsenal,1,1,D,D
157229,2019/20,2020-01-11 15:00:00+00:00,22,"David Coote, England",Everton,Brighton,1,0,W,L
157231,2019/20,2020-01-11 15:00:00+00:00,22,"Anthony Taylor, England",Manchester United,Norwich,4,0,W,L
157230,2019/20,2020-01-11 15:00:00+00:00,22,"Lee Mason, England",Leicester,Southampton,1,2,L,W
157227,2019/20,2020-01-11 15:00:00+00:00,22,"Kevin Friend, England",Chelsea,Burnley,3,0,W,L
157234,2019/20,2020-01-11 15:00:00+00:00,22,"Peter Bankes, England",Wolves,Newcastle,1,1,D,D
157233,2019/20,2020-01-11 17:30:00+00:00,22,"Martin Atkinson, England",Tottenham,Liverpool,0,1,L,W
157225,2019/20,2020-01-12 14:00:00+00:00,22,"Mike Dean, England",Bournemouth,Watford,0,3,L,W
157226,2019/20,2020-01-12 16:30:00+00:00,22,"Jonathan Moss, England",Aston Villa,Manchester City,1,6,L,W
157243,2019/20,2020-01-18 12:30:00+00:00,23,"Michael Oliver, England",Watford,Tottenham,0,0,D,D
157235,2019/20,2020-01-18 15:00:00+00:00,23,"Mike Dean, England",Arsenal,Sheffield Utd,1,1,D,D
157242,2019/20,2020-01-18 15:00:00+00:00,23,"England Darren, England",Southampton,Wolves,2,3,L,W
157244,2019/20,2020-01-18 15:00:00+00:00,23,"Andre Marriner, England",West Ham,Everton,1,1,D,D
157239,2019/20,2020-01-18 15:00:00+00:00,23,"Graham Scott, England",Manchester City,Crystal Palace,2,2,D,D
157241,2019/20,2020-01-18 15:00:00+00:00,23,"Paul Tierney, England",Norwich,Bournemouth,1,0,W,L
157236,2019/20,2020-01-18 15:00:00+00:00,23,"Andy Madley, England",Brighton,Aston Villa,1,1,D,D
157240,2019/20,2020-01-18 17:30:00+00:00,23,"Chris Kavanagh, England",Newcastle,Chelsea,1,0,W,L
157237,2019/20,2020-01-19 14:00:00+00:00,23,"Anthony Taylor, England",Burnley,Leicester,2,1,W,L
157238,2019/20,2020-01-19 16:30:00+00:00,23,"Craig Pawson, England",Liverpool,Manchester United,2,0,W,L
157245,2019/20,2020-01-21 19:30:00+00:00,24,"Kevin Friend, England",Bournemouth,Brighton,3,1,W,L
157246,2019/20,2020-01-21 19:30:00+00:00,24,"Martin Atkinson, England",Aston Villa,Watford,2,1,W,L
157247,2019/20,2020-01-21 19:30:00+00:00,24,"Simon Hooper, England",Everton,Newcastle,2,2,D,D
157249,2019/20,2020-01-21 19:30:00+00:00,24,"Lee Mason, England",Sheffield Utd,Manchester City,0,1,L,W
157254,2019/20,2020-01-21 19:30:00+00:00,24,"Andre Marriner, England",Crystal Palace,Southampton,0,2,L,W
157252,2019/20,2020-01-21 20:15:00+00:00,24,"Stuart Attwell, England",Chelsea,Arsenal,2,2,D,D
157248,2019/20,2020-01-22 19:30:00+00:00,24,"David Coote, England",Leicester,West Ham,4,1,W,L
157253,2019/20,2020-01-22 19:30:00+00:00,24,"Chris Kavanagh, England",Tottenham,Norwich,2,1,W,L
157251,2019/20,2020-01-22 20:15:00+00:00,24,"Jonathan Moss, England",Manchester United,Burnley,0,2,L,W
157250,2019/20,2020-01-23 20:00:00+00:00,24,"Michael Oliver, England",Wolves,Liverpool,1,2,L,W
157194,2019/20,2020-01-29 19:45:00+00:00,18,"Jonathan Moss, England",West Ham,Liverpool,0,2,L,W
157258,2019/20,2020-02-01 12:30:00+00:00,25,"Lee Mason, England",Leicester,Chelsea,2,2,D,D
