fixture_id,season,date,match_day,referee,home_team,away_team,home_goals,away_goals,home_results,away_results
193877,2011/12,2011-10-01 11:45:00+00:00,7,,Everton,Liverpool,0,2,L,W
193881,2011/12,2011-10-01 14:00:00+00:00,7,,Sunderland,West Brom,2,2,D,D
193878,2011/12,2011-10-01 14:00:00+00:00,7,,Aston Villa,Wigan,2,0,W,L
193879,2011/12,2011-10-01 14:00:00+00:00,7,,Blackburn,Manchester City,0,4,L,W
193880,2011/12,2011-10-01 14:00:00+00:00,7,,Manchester United,Norwich,2,0,W,L
193882,2011/12,2011-10-01 14:00:00+00:00,7,,Wolves,Newcastle,1,2,L,W
193883,2011/12,2011-10-02 12:30:00+00:00,7,,Bolton,Chelsea,1,5,L,W
193885,2011/12,2011-10-02 14:00:00+00:00,7,,Swansea,Stoke City,2,0,W,L
193884,2011/12,2011-10-02 14:00:00+00:00,7,,Fulham,QPR,6,0,W,L
193886,2011/12,2011-10-02 15:00:00+00:00,7,,Tottenham,Arsenal,2,1,W,L
193887,2011/12,2011-10-15 11:45:00+00:00,8,,Liverpool,Manchester United,1,1,D,D
193892,2011/12,2011-10-15 14:00:00+00:00,8,,Wigan,Bolton,1,3,L,W
193891,2011/12,2011-10-15 14:00:00+00:00,8,,Stoke City,Fulham,2,0,W,L
193888,2011/12,2011-10-15 14:00:00+00:00,8,,Manchester City,Aston Villa,4,1,W,L
193889,2011/12,2011-10-15 14:00:00+00:00,8,,Norwich,Swansea,3,1,W,L
193890,2011/12,2011-10-15 14:00:00+00:00,8,,QPR,Blackburn,1,1,D,D
193893,2011/12,2011-10-15 16:30:00+00:00,8,,Chelsea,Everton,3,1,W,L
193894,2011/12,2011-10-16 11:00:00+00:00,8,,West Brom,Wolves,2,0,W,L
193895,2011/12,2011-10-16 12:30:00+00:00,8,,Arsenal,Sunderland,2,1,W,L
193896,2011/12,2011-10-16 15:00:00+00:00,8,,Newcastle,Tottenham,2,2,D,D
193897,2011/12,2011-10-22 11:45:00+00:00,9,,Wolves,Swansea,2,2,D,D
193899,2011/12,2011-10-22 14:00:00+00:00,9,,Bolton,Sunderland,0,2,L,W
193900,2011/12,2011-10-22 14:00:00+00:00,9,,Newcastle,Wigan,1,0,W,L
193898,2011/12,2011-10-22 14:00:00+00:00,9,,Aston Villa,West Brom,1,2,L,W
193901,2011/12,2011-10-22 16:30:00+00:00,9,,Liverpool,Norwich,1,1,D,D
193902,2011/12,2011-10-23 12:30:00+00:00,9,,Arsenal,Stoke City,3,1,W,L
193903,2011/12,2011-10-23 12:30:00+00:00,9,,Fulham,Everton,1,3,L,W
193904,2011/12,2011-10-23 12:30:00+00:00,9,,Manchester United,Manchester City,1,6,L,W
193905,2011/12,2011-10-23 14:00:00+00:00,9,,Blackburn,Tottenham,1,2,L,W
193906,2011/12,2011-10-23 15:00:00+00:00,9,,QPR,Chelsea,1,0,W,L
193907,2011/12,2011-10-29 11:00:00+00:00,10,,Everton,Manchester United,0,1,L,W
193908,2011/12,2011-10-29 11:45:00+00:00,10,,Chelsea,Arsenal,3,5,L,W
193910,2011/12,2011-10-29 14:00:00+00:00,10,,Norwich,Blackburn,3,3,D,D
193911,2011/12,2011-10-29 14:00:00+00:00,10,,Sunderland,Aston Villa,2,2,D,D
193909,2011/12,2011-10-29 14:00:00+00:00,10,,Manchester City,Wolves,3,1,W,L
193912,2011/12,2011-10-29 14:00:00+00:00,10,,Swansea,Bolton,3,1,W,L
193913,2011/12,2011-10-29 14:00:00+00:00,10,,Wigan,Fulham,0,2,L,W
193914,2011/12,2011-10-29 16:30:00+00:00,10,,West Brom,Liverpool,0,2,L,W
193915,2011/12,2011-10-30 16:00:00+00:00,10,,Tottenham,QPR,3,1,W,L
193916,2011/12,2011-10-31 20:00:00+00:00,10,,Stoke City,Newcastle,1,3,L,W
193917,2011/12,2011-11-05 12:45:00+00:00,11,,Newcastle,Everton,2,1,W,L
193921,2011/12,2011-11-05 15:00:00+00:00,11,,Liverpool,Swansea,0,0,D,D
193920,2011/12,2011-11-05 15:00:00+00:00,11,,Blackburn,Chelsea,0,1,L,W
193922,2011/12,2011-11-05 15:00:00+00:00,11,,Manchester United,Sunderland,1,0,W,L
193918,2011/12,2011-11-05 15:00:00+00:00,11,,Arsenal,West Brom,3,0,W,L
193919,2011/12,2011-11-05 15:00:00+00:00,11,,Aston Villa,Norwich,3,2,W,L
193923,2011/12,2011-11-05 17:30:00+00:00,11,,QPR,Manchester City,2,3,L,W
193924,2011/12,2011-11-06 13:30:00+00:00,11,,Wolves,Wigan,3,1,W,L
193925,2011/12,2011-11-06 15:00:00+00:00,11,,Bolton,Stoke City,5,0,W,L
193926,2011/12,2011-11-06 16:00:00+00:00,11,,Fulham,Tottenham,1,3,L,W
193927,2011/12,2011-11-19 12:45:00+00:00,12,,Norwich,Arsenal,1,2,L,W
193932,2011/12,2011-11-19 15:00:00+00:00,12,,West Brom,Bolton,2,1,W,L
193928,2011/12,2011-11-19 15:00:00+00:00,12,,Everton,Wolves,2,1,W,L
193929,2011/12,2011-11-19 15:00:00+00:00,12,,Manchester City,Newcastle,3,1,W,L
193930,2011/12,2011-11-19 15:00:00+00:00,12,,Stoke City,QPR,2,3,L,W
193931,2011/12,2011-11-19 15:00:00+00:00,12,,Sunderland,Fulham,0,0,D,D
193933,2011/12,2011-11-19 15:00:00+00:00,12,,Wigan,Blackburn,3,3,D,D
193934,2011/12,2011-11-19 17:30:00+00:00,12,,Swansea,Manchester United,0,1,L,W
193935,2011/12,2011-11-20 16:00:00+00:00,12,,Chelsea,Liverpool,1,2,L,W
193936,2011/12,2011-11-21 20:00:00+00:00,12,,Tottenham,Aston Villa,2,0,W,L
193937,2011/12,2011-11-26 12:45:00+00:00,13,,Stoke City,Blackburn,3,1,W,L
193938,2011/12,2011-11-26 15:00:00+00:00,13,,Bolton,Everton,0,2,L,W
193939,2011/12,2011-11-26 15:00:00+00:00,13,,Chelsea,Wolves,3,0,W,L
193940,2011/12,2011-11-26 15:00:00+00:00,13,,Manchester United,Newcastle,1,1,D,D
193941,2011/12,2011-11-26 15:00:00+00:00,13,,Norwich,QPR,2,1,W,L
193942,2011/12,2011-11-26 15:00:00+00:00,13,,Sunderland,Wigan,1,2,L,W
193943,2011/12,2011-11-26 15:00:00+00:00,13,,West Brom,Tottenham,1,3,L,W
193944,2011/12,2011-11-26 17:30:00+00:00,13,,Arsenal,Fulham,1,1,D,D
193945,2011/12,2011-11-27 13:30:00+00:00,13,,Swansea,Aston Villa,0,0,D,D
193946,2011/12,2011-11-27 16:00:00+00:00,13,,Liverpool,Manchester City,1,1,D,D
193947,2011/12,2011-12-03 12:45:00+00:00,14,,Newcastle,Chelsea,0,3,L,W
193948,2011/12,2011-12-03 15:00:00+00:00,14,,Blackburn,Swansea,4,2,W,L
193949,2011/12,2011-12-03 15:00:00+00:00,14,,Manchester City,Norwich,5,1,W,L
193950,2011/12,2011-12-03 15:00:00+00:00,14,,QPR,West Brom,1,1,D,D
193951,2011/12,2011-12-03 15:00:00+00:00,14,,Tottenham,Bolton,3,0,W,L
193952,2011/12,2011-12-03 15:00:00+00:00,14,,Wigan,Arsenal,0,4,L,W
193953,2011/12,2011-12-03 17:30:00+00:00,14,,Aston Villa,Manchester United,0,1,L,W
193954,2011/12,2011-12-04 15:00:00+00:00,14,,Everton,Stoke City,0,1,L,W
193955,2011/12,2011-12-04 16:00:00+00:00,14,,Wolves,Sunderland,2,1,W,L
193956,2011/12,2011-12-05 20:00:00+00:00,14,,Fulham,Liverpool,1,0,W,L
193959,2011/12,2011-12-10 15:00:00+00:00,15,,Liverpool,QPR,1,0,W,L
193958,2011/12,2011-12-10 15:00:00+00:00,15,,Bolton,Aston Villa,1,2,L,W
193957,2011/12,2011-12-10 15:00:00+00:00,15,,Arsenal,Everton,1,0,W,L
193960,2011/12,2011-12-10 15:00:00+00:00,15,,Manchester United,Wolves,4,1,W,L
193961,2011/12,2011-12-10 15:00:00+00:00,15,,Norwich,Newcastle,4,2,W,L
193963,2011/12,2011-12-10 15:00:00+00:00,15,,West Brom,Wigan,1,2,L,W
193962,2011/12,2011-12-10 15:00:00+00:00,15,,Swansea,Fulham,2,0,W,L
193964,2011/12,2011-12-11 13:30:00+00:00,15,,Sunderland,Blackburn,2,1,W,L
193965,2011/12,2011-12-11 16:00:00+00:00,15,,Stoke City,Tottenham,2,1,W,L
193966,2011/12,2011-12-12 20:00:00+00:00,15,,Chelsea,Manchester City,2,1,W,L
193968,2011/12,2011-12-17 15:00:00+00:00,16,,Everton,Norwich,1,1,D,D
193970,2011/12,2011-12-17 15:00:00+00:00,16,,Newcastle,Swansea,0,0,D,D
193969,2011/12,2011-12-17 15:00:00+00:00,16,,Fulham,Bolton,2,0,W,L
193971,2011/12,2011-12-17 15:00:00+00:00,16,,Wolves,Stoke City,1,2,L,W
193967,2011/12,2011-12-17 15:00:00+00:00,16,,Blackburn,West Brom,1,2,L,W
193972,2011/12,2011-12-17 17:30:00+00:00,16,,Wigan,Chelsea,1,1,D,D
193973,2011/12,2011-12-18 12:00:00+00:00,16,,QPR,Manchester United,0,2,L,W
193974,2011/12,2011-12-18 14:05:00+00:00,16,,Aston Villa,Liverpool,0,2,L,W
193975,2011/12,2011-12-18 15:00:00+00:00,16,,Tottenham,Sunderland,1,0,W,L
193976,2011/12,2011-12-18 16:10:00+00:00,16,,Manchester City,Arsenal,1,0,W,L
193977,2011/12,2011-12-20 19:45:00+00:00,17,,Wolves,Norwich,2,2,D,D
193978,2011/12,2011-12-20 20:00:00+00:00,17,,Blackburn,Bolton,1,2,L,W
193981,2011/12,2011-12-21 19:45:00+00:00,17,,Newcastle,West Brom,2,3,L,W
193979,2011/12,2011-12-21 19:45:00+00:00,17,,Aston Villa,Arsenal,1,2,L,W
193980,2011/12,2011-12-21 19:45:00+00:00,17,,Manchester City,Stoke City,3,0,W,L
193983,2011/12,2011-12-21 20:00:00+00:00,17,,Wigan,Liverpool,0,0,D,D
193982,2011/12,2011-12-21 20:00:00+00:00,17,,QPR,Sunderland,2,3,L,W
193985,2011/12,2011-12-21 20:00:00+00:00,17,,Fulham,Manchester United,0,5,L,W
193984,2011/12,2011-12-21 20:00:00+00:00,17,,Everton,Swansea,1,0,W,L
193986,2011/12,2011-12-22 20:00:00+00:00,17,,Tottenham,Chelsea,1,1,D,D
193987,2011/12,2011-12-26 13:00:00+00:00,18,,Chelsea,Fulham,1,1,D,D
193988,2011/12,2011-12-26 15:00:00+00:00,18,,Bolton,Newcastle,0,2,L,W
193989,2011/12,2011-12-26 15:00:00+00:00,18,,Liverpool,Blackburn,1,1,D,D
193990,2011/12,2011-12-26 15:00:00+00:00,18,,Manchester United,Wigan,5,0,W,L
193991,2011/12,2011-12-26 15:00:00+00:00,18,,Sunderland,Everton,1,1,D,D
193992,2011/12,2011-12-26 15:00:00+00:00,18,,West Brom,Manchester City,0,0,D,D
193993,2011/12,2011-12-26 19:45:00+00:00,18,,Stoke City,Aston Villa,0,0,D,D
193994,2011/12,2011-12-27 15:00:00+00:00,18,,Arsenal,Wolves,1,1,D,D
193995,2011/12,2011-12-27 17:00:00+00:00,18,,Swansea,QPR,1,1,D,D
193996,2011/12,2011-12-27 19:30:00+00:00,18,,Norwich,Tottenham,0,2,L,W
193997,2011/12,2011-12-30 19:45:00+00:00,19,,Liverpool,Newcastle,3,1,W,L
193998,2011/12,2011-12-31 12:45:00+00:00,19,,Manchester United,Blackburn,2,3,L,W
194002,2011/12,2011-12-31 15:00:00+00:00,19,,Norwich,Fulham,1,1,D,D
194001,2011/12,2011-12-31 15:00:00+00:00,19,,Chelsea,Aston Villa,1,3,L,W
194003,2011/12,2011-12-31 15:00:00+00:00,19,,Stoke City,Wigan,2,2,D,D
193999,2011/12,2011-12-31 15:00:00+00:00,19,,Arsenal,QPR,1,0,W,L
194000,2011/12,2011-12-31 15:00:00+00:00,19,,Bolton,Wolves,1,1,D,D
194004,2011/12,2011-12-31 15:00:00+00:00,19,,Swansea,Tottenham,1,1,D,D
194005,2011/12,2012-01-01 12:30:00+00:00,19,,West Brom,Everton,0,1,L,W
194006,2011/12,2012-01-01 15:00:00+00:00,19,,Sunderland,Manchester City,1,0,W,L
194010,2011/12,2012-01-02 15:00:00+00:00,20,,Wolves,Chelsea,1,2,L,W
194009,2011/12,2012-01-02 15:00:00+00:00,20,,QPR,Norwich,1,2,L,W
194007,2011/12,2012-01-02 15:00:00+00:00,20,,Aston Villa,Swansea,0,2,L,W
194008,2011/12,2012-01-02 15:00:00+00:00,20,,Blackburn,Stoke City,1,2,L,W
194011,2011/12,2012-01-02 17:30:00+00:00,20,,Fulham,Arsenal,2,1,W,L
194012,2011/12,2012-01-03 19:45:00+00:00,20,,Tottenham,West Brom,1,0,W,L
194013,2011/12,2012-01-03 19:45:00+00:00,20,,Wigan,Sunderland,1,4,L,W
194014,2011/12,2012-01-03 20:00:00+00:00,20,,Manchester City,Liverpool,3,0,W,L
194016,2011/12,2012-01-04 20:00:00+00:00,20,,Newcastle,Manchester United,3,0,W,L
194015,2011/12,2012-01-04 20:00:00+00:00,20,,Everton,Bolton,1,2,L,W
193826,2011/12,2012-01-11 19:45:00+00:00,1,,Tottenham,Everton,2,0,W,L
194020,2011/12,2012-01-14 15:00:00+00:00,21,,Liverpool,Stoke City,0,0,D,D
194017,2011/12,2012-01-14 15:00:00+00:00,21,,Aston Villa,Everton,1,1,D,D
194019,2011/12,2012-01-14 15:00:00+00:00,21,,Chelsea,Sunderland,1,0,W,L
194021,2011/12,2012-01-14 15:00:00+00:00,21,,Manchester United,Bolton,3,0,W,L
194022,2011/12,2012-01-14 15:00:00+00:00,21,,Tottenham,Wolves,1,1,D,D
194023,2011/12,2012-01-14 15:00:00+00:00,21,,West Brom,Norwich,1,2,L,W
194018,2011/12,2012-01-14 15:00:00+00:00,21,,Blackburn,Fulham,3,1,W,L
194024,2011/12,2012-01-15 13:30:00+00:00,21,,Newcastle,QPR,1,0,W,L
194025,2011/12,2012-01-15 16:00:00+00:00,21,,Swansea,Arsenal,3,2,W,L
194026,2011/12,2012-01-16 20:00:00+00:00,21,,Wigan,Manchester City,0,1,L,W
194027,2011/12,2012-01-21 12:45:00+00:00,22,,Norwich,Chelsea,0,0,D,D
194030,2011/12,2012-01-21 15:00:00+00:00,22,,QPR,Wigan,3,1,W,L
194028,2011/12,2012-01-21 15:00:00+00:00,22,,Everton,Blackburn,1,1,D,D
194029,2011/12,2012-01-21 15:00:00+00:00,22,,Fulham,Newcastle,5,2,W,L
194033,2011/12,2012-01-21 15:00:00+00:00,22,,Wolves,Aston Villa,2,3,L,W
194032,2011/12,2012-01-21 15:00:00+00:00,22,,Sunderland,Swansea,2,0,W,L
194031,2011/12,2012-01-21 15:00:00+00:00,22,,Stoke City,West Brom,1,2,L,W
194034,2011/12,2012-01-21 17:30:00+00:00,22,,Bolton,Liverpool,3,1,W,L
194035,2011/12,2012-01-22 13:30:00+00:00,22,,Manchester City,Tottenham,3,2,W,L
194036,2011/12,2012-01-22 16:00:00+00:00,22,,Arsenal,Manchester United,1,2,L,W
194037,2011/12,2012-01-31 19:45:00+00:00,23,,Swansea,Chelsea,1,1,D,D
194038,2011/12,2012-01-31 19:45:00+00:00,23,,Tottenham,Wigan,3,1,W,L
194039,2011/12,2012-01-31 19:45:00+00:00,23,,Wolves,Liverpool,0,3,L,W
194040,2011/12,2012-01-31 20:00:00+00:00,23,,Manchester United,Stoke City,2,0,W,L
194041,2011/12,2012-01-31 20:00:00+00:00,23,,Everton,Manchester City,1,0,W,L
194042,2011/12,2012-02-01 19:45:00+00:00,23,,Aston Villa,QPR,2,2,D,D
194043,2011/12,2012-02-01 20:00:00+00:00,23,,Bolton,Arsenal,0,0,D,D
194044,2011/12,2012-02-01 20:00:00+00:00,23,,Sunderland,Norwich,3,0,W,L
194045,2011/12,2012-02-01 20:00:00+00:00,23,,Fulham,West Brom,1,1,D,D
194046,2011/12,2012-02-01 20:00:00+00:00,23,,Blackburn,Newcastle,0,2,L,W
194047,2011/12,2012-02-04 13:00:00+00:00,24,,Arsenal,Blackburn,7,1,W,L
194050,2011/12,2012-02-04 15:00:00+00:00,24,,Stoke City,Sunderland,0,1,L,W
194051,2011/12,2012-02-04 15:00:00+00:00,24,,West Brom,Swansea,1,2,L,W
194048,2011/12,2012-02-04 15:00:00+00:00,24,,Norwich,Bolton,2,0,W,L
194049,2011/12,2012-02-04 15:00:00+00:00,24,,QPR,Wolves,1,2,L,W
194052,2011/12,2012-02-04 15:00:00+00:00,24,,Wigan,Everton,1,1,D,D
194053,2011/12,2012-02-04 17:30:00+00:00,24,,Manchester City,Fulham,3,0,W,L
194054,2011/12,2012-02-05 13:30:00+00:00,24,,Newcastle,Aston Villa,2,1,W,L
194055,2011/12,2012-02-05 16:00:00+00:00,24,,Chelsea,Manchester United,3,3,D,D
194056,2011/12,2012-02-06 20:00:00+00:00,24,,Liverpool,Tottenham,0,0,D,D
194057,2011/12,2012-02-11 12:45:00+00:00,25,,Manchester United,Liverpool,2,1,W,L
194058,2011/12,2012-02-11 15:00:00+00:00,25,,Blackburn,QPR,3,2,W,L
194059,2011/12,2012-02-11 15:00:00+00:00,25,,Bolton,Wigan,1,2,L,W
194060,2011/12,2012-02-11 15:00:00+00:00,25,,Everton,Chelsea,2,0,W,L
194061,2011/12,2012-02-11 15:00:00+00:00,25,,Fulham,Stoke City,2,1,W,L
194062,2011/12,2012-02-11 15:00:00+00:00,25,,Sunderland,Arsenal,1,2,L,W
194063,2011/12,2012-02-11 15:00:00+00:00,25,,Swansea,Norwich,2,3,L,W
194064,2011/12,2012-02-11 17:30:00+00:00,25,,Tottenham,Newcastle,5,0,W,L
194065,2011/12,2012-02-12 13:30:00+00:00,25,,Wolves,West Brom,1,5,L,W
194066,2011/12,2012-02-12 16:00:00+00:00,25,,Aston Villa,Manchester City,0,1,L,W
194071,2011/12,2012-02-25 15:00:00+00:00,26,,Wigan,Aston Villa,0,0,D,D
194070,2011/12,2012-02-25 15:00:00+00:00,26,,West Brom,Sunderland,4,0,W,L
194067,2011/12,2012-02-25 15:00:00+00:00,26,,Chelsea,Bolton,3,0,W,L
194068,2011/12,2012-02-25 15:00:00+00:00,26,,Newcastle,Wolves,2,2,D,D
194069,2011/12,2012-02-25 15:00:00+00:00,26,,QPR,Fulham,0,1,L,W
194072,2011/12,2012-02-25 17:30:00+00:00,26,,Manchester City,Blackburn,3,0,W,L
194073,2011/12,2012-02-26 13:30:00+00:00,26,,Arsenal,Tottenham,5,2,W,L
194074,2011/12,2012-02-26 13:30:00+00:00,26,,Norwich,Manchester United,1,2,L,W
194075,2011/12,2012-02-26 15:00:00+00:00,26,,Stoke City,Swansea,2,0,W,L
194077,2011/12,2012-03-03 12:45:00+00:00,27,,Liverpool,Arsenal,1,2,L,W
194082,2011/12,2012-03-03 15:00:00+00:00,27,,West Brom,Chelsea,1,0,W,L
194083,2011/12,2012-03-03 15:00:00+00:00,27,,Wigan,Swansea,0,2,L,W
194081,2011/12,2012-03-03 15:00:00+00:00,27,,Stoke City,Norwich,1,0,W,L
194080,2011/12,2012-03-03 15:00:00+00:00,27,,QPR,Everton,1,1,D,D
194079,2011/12,2012-03-03 15:00:00+00:00,27,,Manchester City,Bolton,2,0,W,L
194078,2011/12,2012-03-03 15:00:00+00:00,27,,Blackburn,Aston Villa,1,1,D,D
194084,2011/12,2012-03-04 12:00:00+00:00,27,,Newcastle,Sunderland,1,1,D,D
194085,2011/12,2012-03-04 14:05:00+00:00,27,,Fulham,Wolves,5,0,W,L
194086,2011/12,2012-03-04 16:10:00+00:00,27,,Tottenham,Manchester United,1,3,L,W
194087,2011/12,2012-03-10 12:45:00+00:00,28,,Bolton,QPR,2,1,W,L
194088,2011/12,2012-03-10 15:00:00+00:00,28,,Aston Villa,Fulham,1,0,W,L
194089,2011/12,2012-03-10 15:00:00+00:00,28,,Chelsea,Stoke City,1,0,W,L
194090,2011/12,2012-03-10 15:00:00+00:00,28,,Sunderland,Liverpool,1,0,W,L
194091,2011/12,2012-03-10 15:00:00+00:00,28,,Wolves,Blackburn,0,2,L,W
194092,2011/12,2012-03-10 17:30:00+00:00,28,,Everton,Tottenham,1,0,W,L
194093,2011/12,2012-03-11 14:00:00+00:00,28,,Manchester United,West Brom,2,0,W,L
194094,2011/12,2012-03-11 14:00:00+00:00,28,,Swansea,Manchester City,1,0,W,L
194095,2011/12,2012-03-11 16:00:00+00:00,28,,Norwich,Wigan,1,1,D,D
194096,2011/12,2012-03-12 20:00:00+00:00,28,,Arsenal,Newcastle,2,1,W,L
194076,2011/12,2012-03-13 20:00:00+00:00,26,,Liverpool,Everton,3,0,W,L
194098,2011/12,2012-03-17 15:00:00+00:00,29,,Wigan,West Brom,1,1,D,D
194097,2011/12,2012-03-17 15:00:00+00:00,29,,Fulham,Swansea,0,3,L,W
194099,2011/12,2012-03-18 13:30:00+00:00,29,,Wolves,Manchester United,0,5,L,W
194100,2011/12,2012-03-18 16:00:00+00:00,29,,Newcastle,Norwich,1,0,W,L
194101,2011/12,2012-03-20 20:00:00+00:00,29,,Blackburn,Sunderland,2,0,W,L
194103,2011/12,2012-03-21 19:45:00+00:00,29,,Tottenham,Stoke City,1,1,D,D
194102,2011/12,2012-03-21 19:45:00+00:00,29,,Manchester City,Chelsea,2,1,W,L
194104,2011/12,2012-03-21 20:00:00+00:00,29,,Everton,Arsenal,0,1,L,W
194105,2011/12,2012-03-21 20:00:00+00:00,29,,QPR,Liverpool,3,2,W,L
194107,2011/12,2012-03-24 12:45:00+00:00,30,,Chelsea,Tottenham,0,0,D,D
194113,2011/12,2012-03-24 15:00:00+00:00,30,,Swansea,Everton,0,2,L,W
194112,2011/12,2012-03-24 15:00:00+00:00,30,,Sunderland,QPR,3,1,W,L
194111,2011/12,2012-03-24 15:00:00+00:00,30,,Norwich,Wolves,2,1,W,L
194110,2011/12,2012-03-24 15:00:00+00:00,30,,Liverpool,Wigan,1,2,L,W
194109,2011/12,2012-03-24 15:00:00+00:00,30,,Bolton,Blackburn,2,1,W,L
194108,2011/12,2012-03-24 15:00:00+00:00,30,,Arsenal,Aston Villa,3,0,W,L
