fixture_id,home_XGoals,away_XGoals,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_shots,away_shots,home_shots_on_goal,away_shots_on_goal,home_gk_saves,away_gk_saves,home_possession,away_possession,home_pass_accuracy,away_pass_accuracy,home_offsides,away_offsides,home_fouls,away_fouls
1208200,1.12,0.9,2,7,3,4,10,13,3,4,4,2,30%,70%,73%,88%,4,1,12,13
1208202,0.86,0.44,4,4,2,4,7,11,4,4,4,2,51%,49%,83%,80%,3,1,12,12
1208197,1.91,0.34,14,1,3,2,19,4,7,1,0,4,69%,31%,91%,76%,3,2,17,5
1208195,1.31,1.07,5,3,0,2,24,8,7,3,3,8,58%,42%,82%,75%,0,5,6,12
1208194,1.86,0.15,5,1,1,1,13,3,5,0,0,4,68%,32%,90%,81%,1,2,7,12
1208209,1.3,1.27,4,4,2,1,11,14,4,5,3,3,54%,46%,93%,91%,3,2,11,6
1208207,1.11,1.98,1,7,1,3,11,16,6,9,6,4,52%,48%,80%,79%,0,0,7,16
1208206,0.89,1.48,5,4,4,1,13,11,2,7,5,2,64%,36%,81%,68%,1,2,13,10
1208211,2.25,0.72,5,5,1,2,13,11,3,3,1,1,48%,52%,77%,80%,3,3,9,10
1208205,2.03,0.94,8,7,2,3,19,7,10,3,2,8,46%,54%,77%,80%,2,1,18,19
1208212,0.36,3.15,2,6,0,0,7,22,0,13,8,1,46%,54%,86%,88%,5,0,7,10
1208208,1.58,2.0,4,7,4,4,9,20,6,5,4,4,24%,76%,63%,90%,0,2,9,5
1208203,1.78,1.13,12,3,2,3,20,13,4,4,3,3,60%,40%,85%,80%,2,0,9,14
1208210,0.9,1.92,2,3,1,1,10,12,0,4,2,0,53%,47%,87%,86%,1,4,13,8
1208204,0.32,1.91,4,3,1,2,5,14,2,5,1,1,51%,49%,82%,83%,0,6,6,8
1208221,0.94,2.45,9,10,1,4,13,14,4,4,2,3,57%,43%,81%,79%,2,1,11,15
1208213,1.84,0.71,9,3,2,2,19,9,8,0,0,7,58%,42%,77%,67%,1,0,15,14
1208220,0.29,4.46,2,2,2,0,8,20,1,11,5,1,51%,49%,86%,86%,1,2,10,4
1208219,1.91,1.37,7,1,2,1,10,17,7,4,3,4,56%,44%,89%,86%,1,2,8,13
1208216,1.08,1.24,6,6,0,2,13,15,6,1,0,5,38%,62%,75%,86%,2,0,9,12
1208214,1.56,0.41,6,2,0,1,13,4,5,2,1,3,61%,39%,89%,84%,1,1,10,11
1208215,1.52,0.88,2,5,2,3,11,9,4,3,2,3,45%,55%,86%,88%,0,3,17,14
1208217,2.24,1.59,9,2,1,5,15,7,4,3,1,2,73%,27%,88%,75%,0,1,10,14
1208218,2.82,1.05,5,9,2,4,19,13,6,4,2,4,53%,47%,83%,75%,0,4,10,13
1208222,1.59,2.13,5,3,1,2,13,11,6,3,0,5,61%,39%,85%,79%,1,4,10,8
1208229,0.95,1.9,0,3,3,3,4,21,3,5,2,0,44%,56%,83%,85%,5,0,9,18
1208230,2.5,1.18,9,3,2,3,26,7,10,3,1,8,57%,43%,83%,78%,2,1,15,16
1208224,2.47,2.1,4,5,0,0,18,21,6,8,6,3,45%,55%,81%,87%,4,0,4,4
1208228,0.31,1.99,0,9,2,1,6,23,3,7,5,2,29%,71%,68%,85%,2,1,7,10
1208231,2.11,1.62,4,2,0,2,17,13,5,7,7,2,61%,39%,87%,77%,3,1,10,13
1208225,1.14,1.21,8,5,2,1,10,11,3,3,2,2,50%,50%,81%,83%,5,1,17,10
1208227,1.7,1.82,4,3,0,0,21,9,4,4,2,4,57%,43%,86%,79%,1,3,7,6
1208223,1.45,0.78,10,4,3,1,14,10,4,2,1,3,53%,47%,83%,84%,3,1,16,9
1208226,0.28,0.97,1,9,2,2,5,11,3,5,3,3,46%,54%,83%,85%,1,1,13,14
1208232,3.42,1.54,4,4,1,3,23,13,9,5,5,6,60%,40%,85%,80%,2,0,7,10
1208240,0.79,2.26,7,6,1,6,13,19,5,10,6,3,55%,45%,78%,76%,1,0,7,18
1208238,0.47,2.19,5,2,3,1,8,17,4,2,0,5,39%,61%,77%,86%,2,2,8,8
1208242,0.28,1.32,2,4,3,0,7,12,0,7,5,0,54%,46%,82%,81%,1,0,13,10
1208234,0.72,3.43,2,15,2,3,11,37,6,8,6,7,39%,61%,79%,87%,6,0,6,14
1208233,1.33,1.04,10,1,2,3,18,8,6,4,2,4,66%,34%,89%,74%,3,2,10,18
1208239,1.48,1.93,4,2,3,3,10,6,1,3,0,0,52%,48%,83%,81%,3,3,13,12
1208236,1.95,1.12,3,8,2,1,12,11,6,6,3,4,35%,65%,83%,86%,2,1,14,14
1208241,2.05,0.89,2,8,0,4,14,10,5,4,1,1,45%,55%,82%,87%,3,0,4,18
1208237,0.58,3.03,4,7,0,1,8,17,4,9,3,4,33%,67%,87%,92%,1,1,4,7
1208235,3.15,0.86,3,6,4,2,19,9,7,4,3,3,63%,37%,89%,78%,5,2,8,14
1208243,1.69,0.98,3,9,2,3,16,18,10,4,4,5,51%,49%,80%,75%,2,2,9,12
1208252,0.74,1.0,1,5,2,1,9,9,4,3,2,4,52%,48%,84%,83%,0,0,20,10
1208248,1.98,0.48,3,4,0,2,16,3,6,3,2,2,70%,30%,90%,77%,0,1,10,11
1208250,0.76,2.93,3,8,1,0,12,17,5,9,5,4,53%,47%,84%,83%,2,4,10,5
1208245,0.73,0.85,9,1,4,4,16,3,1,1,0,1,69%,31%,87%,75%,2,1,8,11
1208249,2.5,1.8,2,3,3,2,15,10,6,4,3,3,57%,43%,86%,83%,5,2,6,8
1208251,1.04,1.56,6,4,1,5,15,12,6,3,1,5,61%,39%,84%,74%,5,2,6,16
1208246,1.08,1.52,4,7,2,2,16,13,5,6,4,4,47%,53%,71%,72%,1,0,8,11
1208244,0.85,1.31,4,3,2,3,14,14,4,4,2,3,46%,54%,82%,84%,2,4,13,16
1208247,0.67,0.25,3,0,0,1,9,4,3,1,0,2,51%,49%,83%,84%,2,2,7,9
1208261,3.41,0.88,4,6,1,3,14,10,9,5,6,3,37%,63%,79%,86%,1,0,8,13
1208260,0.75,1.56,3,7,4,4,11,15,4,4,2,3,48%,52%,82%,82%,4,0,10,15
1208253,1.58,2.52,3,3,2,3,14,19,3,7,5,4,49%,51%,79%,82%,4,1,15,9
1208257,2.46,0.33,5,6,0,0,13,9,7,1,1,3,47%,53%,81%,81%,3,1,7,13
1208258,1.55,1.01,1,2,0,3,15,9,6,4,2,5,57%,43%,85%,78%,0,4,11,14
1208262,1.63,0.45,5,8,2,3,8,10,5,3,3,3,31%,69%,81%,89%,6,3,20,13
1208259,1.12,2.6,11,0,3,1,17,11,2,3,1,2,67%,33%,82%,65%,0,1,12,13
1208255,2.06,0.86,10,3,0,1,20,13,4,2,1,3,54%,46%,82%,82%,0,1,4,11
1208254,1.0,0.81,5,2,2,0,12,7,7,4,3,2,46%,54%,87%,90%,3,1,6,7
1208256,1.67,1.22,4,3,3,1,22,14,3,5,4,3,68%,32%,86%,74%,0,1,11,10
1208166,0.95,0.62,2,3,4,4,10,6,3,4,2,1,37%,63%,70%,83%,3,2,9,20
1208264,1.42,0.54,2,9,1,2,13,8,5,0,1,3,31%,69%,77%,90%,2,3,12,15
1208267,0.22,1.38,3,7,2,1,6,11,2,5,3,2,40%,60%,72%,86%,1,4,9,10
1208266,2.18,0.42,8,4,0,0,24,8,10,2,1,8,56%,44%,88%,85%,1,1,13,8
1208270,0.79,1.2,4,6,1,3,11,14,4,7,5,3,45%,55%,79%,83%,0,0,13,15
1208272,0.82,1.66,9,2,1,1,13,14,3,5,4,3,59%,41%,85%,78%,2,4,10,13
1208269,1.9,0.48,7,4,0,1,11,3,7,1,1,3,62%,38%,92%,83%,0,3,5,13
1208263,2.42,0.37,16,1,0,5,25,4,6,3,3,6,76%,24%,91%,73%,2,3,7,11
1208265,1.72,0.96,6,2,0,1,17,11,6,6,4,5,58%,42%,77%,72%,3,1,9,12
1208268,1.66,1.5,4,3,2,2,10,16,3,4,3,1,50%,50%,82%,85%,5,3,15,13
1208271,2.23,1.52,10,5,1,2,22,16,7,6,6,6,56%,44%,88%,83%,0,7,13,9
1208305,0.67,2.5,6,8,1,0,9,17,4,3,1,1,52%,48%,84%,84%,3,2,8,6
1208279,0.51,1.52,5,6,4,0,8,14,3,6,3,3,48%,52%,82%,84%,1,1,10,10
1208276,1.91,0.41,7,8,4,1,9,9,8,3,1,6,38%,62%,74%,86%,1,0,12,9
1208273,0.62,2.0,6,7,3,3,8,13,3,5,5,3,45%,55%,76%,80%,1,1,17,9
1208277,0.2,1.29,7,7,1,3,10,10,0,5,4,0,62%,38%,83%,76%,0,3,10,7
1208282,0.13,3.97,5,6,2,0,6,18,1,12,8,1,50%,50%,80%,82%,2,1,11,12
1208274,1.22,1.07,2,0,1,3,20,5,2,2,1,2,68%,32%,89%,78%,2,2,16,15
1208278,1.15,1.71,4,4,2,1,17,10,5,6,2,4,41%,59%,82%,86%,2,1,15,14
1208275,2.33,2.3,2,3,1,3,12,15,6,7,5,4,52%,48%,87%,88%,1,1,15,16
1208281,2.91,1.79,7,6,1,4,13,17,5,5,2,1,57%,43%,82%,73%,1,0,11,13
1208280,0.65,0.71,7,5,0,0,16,8,5,4,2,5,66%,34%,92%,81%,2,4,3,10
1208288,1.31,1.69,7,4,1,3,18,11,5,5,3,4,60%,40%,88%,84%,1,0,8,15
1208284,2.42,1.46,1,9,2,1,11,19,4,5,4,2,43%,57%,72%,80%,0,4,12,14
1208289,4.31,0.38,3,8,3,1,19,6,6,2,1,2,36%,64%,73%,86%,7,7,19,10
1208290,2.56,0.72,4,2,1,2,19,7,10,2,2,6,60%,40%,91%,84%,2,0,6,9
1208292,0.72,1.43,5,6,4,4,10,12,6,3,1,4,45%,55%,82%,86%,0,2,9,16
1208286,1.33,2.12,8,3,3,0,11,12,6,5,4,6,56%,44%,88%,87%,0,2,12,15
1208283,1.48,1.37,2,5,2,1,12,14,3,4,3,2,52%,48%,84%,83%,1,0,3,6
1208285,0.4,0.99,3,11,1,1,6,13,2,1,1,2,35%,65%,74%,87%,1,2,10,17
1208291,1.7,0.23,4,2,0,1,12,3,3,0,1,1,61%,39%,90%,84%,0,1,12,11
1208287,1.33,0.37,3,3,0,0,8,10,2,2,2,1,58%,42%,90%,85%,1,0,12,6
1208299,0.73,0.86,3,2,3,2,9,14,4,3,3,3,31%,69%,80%,90%,1,1,9,7
1208297,4.12,0.36,6,4,2,1,28,6,7,4,3,4,71%,29%,91%,76%,0,1,10,9
1208294,1.54,0.9,3,7,0,2,9,6,4,1,0,2,53%,47%,86%,85%,4,1,6,12
1208296,3.26,1.48,5,4,4,3,19,15,4,8,7,4,55%,45%,74%,75%,0,0,8,7
1208293,0.83,1.32,6,5,2,2,13,12,3,4,3,3,60%,40%,86%,76%,2,3,10,5
1208302,0.77,1.41,5,5,2,2,11,12,3,4,3,2,66%,34%,88%,76%,0,1,11,16
1208300,1.53,2.2,3,6,3,3,12,17,4,8,6,2,61%,39%,82%,76%,0,3,15,16
1208295,1.78,0.1,12,2,1,0,20,3,7,3,3,7,57%,43%,86%,81%,0,2,12,13
1208298,1.52,1.62,2,9,0,1,10,17,6,6,5,5,32%,68%,76%,89%,0,1,8,11
1208301,0.72,1.4,3,4,0,1,9,9,2,3,3,2,51%,49%,81%,81%,1,1,7,15
1208312,1.37,0.36,5,1,0,0,10,5,3,3,1,2,59%,41%,89%,86%,2,1,12,13
1208306,1.0,0.83,6,5,1,2,13,10,5,5,5,4,54%,46%,85%,80%,1,0,12,8
1208310,1.72,2.04,4,5,2,5,11,15,3,3,2,1,60%,40%,83%,75%,1,1,10,10
1208308,0.42,1.52,6,3,1,1,11,11,4,6,2,1,56%,44%,84%,79%,1,1,4,13
1208303,1.67,0.83,4,3,3,0,17,10,5,4,2,5,59%,41%,81%,71%,4,2,13,7
1208307,0.99,0.98,6,5,0,0,13,12,4,4,4,2,57%,43%,84%,86%,1,1,13,10
1208304,0.77,0.35,5,4,3,3,12,8,4,2,2,4,41%,59%,84%,87%,2,1,10,13
1208309,1.12,0.78,6,4,2,0,11,18,3,5,2,3,54%,46%,84%,79%,4,2,6,6
1208317,1.18,1.34,1,2,4,2,9,10,2,1,1,1,41%,59%,81%,85%,1,0,16,12
1208314,2.38,0.99,5,4,1,2,17,9,4,3,2,3,51%,49%,90%,86%,5,0,2,10
1208316,0.48,1.63,3,10,1,3,8,23,2,6,5,1,32%,68%,73%,86%,1,1,5,12
1208320,1.43,1.63,4,5,1,1,21,12,4,3,2,2,48%,52%,76%,77%,2,0,12,12
1208313,1.87,1.17,8,3,1,2,24,10,7,2,0,5,64%,36%,82%,69%,0,0,14,15
1208321,0.51,0.88,2,2,2,1,8,9,2,3,2,1,43%,57%,78%,84%,2,4,14,9
1208319,2.24,0.07,5,0,1,4,18,2,5,0,0,3,72%,28%,94%,81%,2,1,11,8
1208315,0.9,1.25,4,0,2,3,11,8,4,5,2,4,56%,44%,86%,84%,1,0,16,11
1208322,1.39,0.67,11,5,2,2,17,5,3,0,0,3,74%,26%,87%,64%,2,4,7,11
1208318,1.09,0.79,4,6,5,5,11,8,5,2,2,4,50%,50%,85%,88%,5,5,7,16
1208326,1.09,1.79,3,8,3,1,5,14,2,5,3,1,30%,70%,69%,87%,0,1,17,13
1208332,0.69,2.12,4,7,2,2,9,11,3,4,4,2,56%,44%,79%,74%,4,1,13,13
1208325,0.6,1.0,2,4,4,3,8,11,3,5,4,1,38%,62%,75%,85%,3,1,12,13
1208328,0.8,2.71,4,8,2,2,6,22,2,7,4,1,44%,56%,76%,82%,1,1,12,16
1208323,3.03,1.48,4,4,2,2,17,19,8,3,2,6,52%,48%,85%,84%,0,5,7,15
